Estimator,MSE,n_reco
ips_estimator,0.09125184216578315,5
Direct,0.1604015190199679,5
doubly robust estimator,0.09818542706906244,5
cmebis,0.0018698359784463494,5
dr_bis,0.0018696903209286721,5
ips_estimator,0.018087893503941528,5
Direct,0.1563165177412104,5
doubly robust estimator,0.07080360396473993,5
cmebis,0.014805383963614785,5
dr_bis,0.010962112659825888,5
ips_estimator,0.004872372636981126,5
Direct,0.11392705228524795,5
doubly robust estimator,0.06268501724982452,5
cmebis,0.010100777757687952,5
dr_bis,0.010099547146461635,5
ips_estimator,0.048185875908544396,5
Direct,0.07343442089415483,5
doubly robust estimator,0.06644951988951811,5
cmebis,0.029953018921355278,5
dr_bis,0.029954495665625597,5
ips_estimator,0.03663370614956606,5
Direct,0.14804993586418347,5
doubly robust estimator,0.09612008828991186,5
cmebis,0.03631928206733076,5
dr_bis,0.030333188258726267,5
ips_estimator,0.03880595084960053,5
Direct,0.14454178553329738,5
doubly robust estimator,0.08921168142481743,5
cmebis,0.006297379796350017,5
dr_bis,0.006296959053924106,5
ips_estimator,0.027780939152710092,5
Direct,0.1451650822649903,5
doubly robust estimator,0.058338341157148525,5
cmebis,0.0010462709907584728,5
dr_bis,0.0010270197434467535,5
ips_estimator,0.029150475933200717,5
Direct,0.10932770053954098,5
doubly robust estimator,0.09264482002479545,5
cmebis,0.0003146328232412398,5
dr_bis,0.00031450238865227413,5
ips_estimator,0.056645506020657134,5
Direct,0.10778392619274214,5
doubly robust estimator,0.1032937605991653,5
cmebis,0.0107462576190353,5
dr_bis,0.010599338990502586,5
ips_estimator,0.021241774672139665,5
Direct,0.0725241651217487,5
doubly robust estimator,0.08287757284430465,5
cmebis,0.012480473510017352,5
dr_bis,0.010626772595743423,5
ips_estimator,0.04802907271007226,6
Direct,0.208639205764746,6
doubly robust estimator,0.14932067020197629,6
cmebis,0.05082445185689898,6
dr_bis,0.04837537650832966,6
ips_estimator,0.06182737735438283,6
Direct,0.18923644231212075,6
doubly robust estimator,0.1652245843080033,6
cmebis,0.007856512580961676,6
dr_bis,0.007878795504732437,6
ips_estimator,0.03487802534883148,6
Direct,0.15884440028564786,6
doubly robust estimator,0.17466038277441603,6
cmebis,0.019318768531510606,6
dr_bis,0.019319143354059706,6
ips_estimator,0.042538115224850806,6
Direct,0.17583721014132558,6
doubly robust estimator,0.17979523474980114,6
cmebis,0.019999639232398538,6
dr_bis,0.019550209958614916,6
ips_estimator,0.03693739798899883,6
Direct,0.1793892655906023,6
doubly robust estimator,0.14338004180230915,6
cmebis,0.00922972471969799,6
dr_bis,0.009230076243370283,6
ips_estimator,0.0038889945072572174,6
Direct,0.16245735894121788,6
doubly robust estimator,0.11092494948668782,6
cmebis,0.0014293863138667177,6
dr_bis,0.0014292559932382574,6
ips_estimator,0.030405420012729414,6
Direct,0.15976204665965277,6
doubly robust estimator,0.14761776744902036,6
cmebis,0.04013202054266554,6
dr_bis,0.037932830573199475,6
ips_estimator,0.14831767206428084,6
Direct,0.18654622675526628,6
doubly robust estimator,0.18470446146804928,6
cmebis,0.05070075187277521,6
dr_bis,0.05259131993378036,6
ips_estimator,0.15859611933794643,6
Direct,0.23502275579519866,6
doubly robust estimator,0.18887685917650102,6
cmebis,0.027126452459480855,6
dr_bis,0.027127443285233484,6
ips_estimator,0.0229110576934862,6
Direct,0.17188003034396032,6
doubly robust estimator,0.14679161961355597,6
cmebis,0.01947075641585721,6
dr_bis,0.019470125323105828,6
ips_estimator,0.03778411326654303,6
Direct,0.14106071511935253,6
doubly robust estimator,0.13525170960781843,6
cmebis,0.03298232413744427,6
dr_bis,0.030908938911791493,6
ips_estimator,0.12278579692108026,6
Direct,0.15797373257823596,6
doubly robust estimator,0.12128691585330582,6
cmebis,0.00417154573353834,6
dr_bis,0.004171989292574724,6
ips_estimator,0.015518211114636422,6
Direct,0.1646020568073028,6
doubly robust estimator,0.1377626167039772,6
cmebis,0.01655343231523485,6
dr_bis,0.01655189659510917,6
ips_estimator,0.0634875375798442,6
Direct,0.17206009023784688,6
doubly robust estimator,0.14941387047397095,6
cmebis,0.012671568672420195,6
dr_bis,0.012671132218160045,6
ips_estimator,0.06466735433134824,6
Direct,0.1613730779289,6
doubly robust estimator,0.17999933563222806,6
cmebis,0.09302935796374397,6
dr_bis,0.09063608600574338,6
ips_estimator,0.01801770332374743,6
Direct,0.1288521400735847,6
doubly robust estimator,0.1561641465463073,6
cmebis,0.010926770643529255,6
dr_bis,0.010926347946823485,6
ips_estimator,0.00099957451349341,6
Direct,0.14410080570059106,6
doubly robust estimator,0.1205078041895124,6
cmebis,0.03354883816839158,6
dr_bis,0.028307851932645785,6
ips_estimator,0.031223791171574325,6
Direct,0.14866433387402395,6
doubly robust estimator,0.12849046536665668,6
cmebis,0.05115040791507879,6
dr_bis,0.04746997045281778,6
ips_estimator,0.01065714968113987,6
Direct,0.12046957797605834,6
doubly robust estimator,0.13217406845315302,6
cmebis,0.028732419926782552,6
dr_bis,0.02587979659188787,6
ips_estimator,0.08129676557509305,6
Direct,0.1560105886807042,6
doubly robust estimator,0.15303381137785393,6
cmebis,0.037295801790131373,6
dr_bis,0.0371727643939448,6
ips_estimator,0.04077396568350629,6
Direct,0.1434050274679926,6
doubly robust estimator,0.16694781082071006,6
cmebis,0.041881023261602014,6
dr_bis,0.03891738730001862,6
ips_estimator,0.062265073242224016,6
Direct,0.2045009441546618,6
doubly robust estimator,0.1368941770037401,6
cmebis,0.010239325936435499,6
dr_bis,0.010239083637642468,6
ips_estimator,0.07276007077675564,6
Direct,0.15424624943016302,6
doubly robust estimator,0.15291592827905248,6
cmebis,0.048412831214732534,6
dr_bis,0.04660472659087677,6
ips_estimator,0.024124456356234895,6
Direct,0.13699449319533924,6
doubly robust estimator,0.16677096966691085,6
cmebis,0.058758942756944835,6
dr_bis,0.05470289356507255,6
ips_estimator,0.0473775501106064,6
Direct,0.13311232880816593,6
doubly robust estimator,0.12100261307939944,6
cmebis,0.00045212232661697376,6
dr_bis,0.0004520321915689566,6
ips_estimator,0.10333894463457029,6
Direct,0.16043355307642806,6
doubly robust estimator,0.1164536609023993,6
cmebis,0.04467230303824643,6
dr_bis,0.045026034457302425,6
ips_estimator,0.12901915647453369,6
Direct,0.20989605258410304,6
doubly robust estimator,0.14464439178186642,6
cmebis,0.04170760122483653,6
dr_bis,0.04048127371032538,6
ips_estimator,0.06428920882671463,6
Direct,0.11821188462736859,6
doubly robust estimator,0.11738412613315767,6
cmebis,0.044448396247946116,6
dr_bis,0.04374855180051165,6
ips_estimator,0.03365796113550503,6
Direct,0.16280936222427092,6
doubly robust estimator,0.15068536671129365,6
cmebis,0.04515619318712187,6
dr_bis,0.03952676639016502,6
ips_estimator,0.007611223855287334,6
Direct,0.1655023519185623,6
doubly robust estimator,0.15757343847939406,6
cmebis,0.06200089970418767,6
dr_bis,0.05540565783036494,6
ips_estimator,0.024112555443746766,7
Direct,0.12450522475020423,7
doubly robust estimator,0.12826440684216361,7
cmebis,0.07173336858384387,7
dr_bis,0.06934933333334505,7
ips_estimator,0.04635023349877874,7
Direct,0.14592542698064612,7
doubly robust estimator,0.14713903400012263,7
cmebis,0.06791303766490489,7
dr_bis,0.06704333802749857,7
ips_estimator,0.030019874448970005,7
Direct,0.12123860820746062,7
doubly robust estimator,0.1202178531601076,7
cmebis,0.03857330639914664,7
dr_bis,0.038572738709211074,7
ips_estimator,0.028462132313724846,7
Direct,0.14812035416492444,7
doubly robust estimator,0.13273223352400002,7
cmebis,0.031776802393347466,7
dr_bis,0.03177597017041182,7
ips_estimator,0.011621834565565408,7
Direct,0.1361617379475102,7
doubly robust estimator,0.11435956092141107,7
cmebis,0.054188493849934086,7
dr_bis,0.050654059372366715,7
ips_estimator,0.012131687247273489,7
Direct,0.16154103204152304,7
doubly robust estimator,0.1501585460633851,7
cmebis,0.039912856035908106,7
dr_bis,0.039912292928924877,7
ips_estimator,0.003513670583849723,7
Direct,0.1457884200424301,7
doubly robust estimator,0.11975280332168416,7
cmebis,0.055330216975715385,7
dr_bis,0.0481908388127613,7
ips_estimator,0.008458292979210958,7
Direct,0.1458102539889412,7
doubly robust estimator,0.11855190642641925,7
cmebis,0.08819217435969197,7
dr_bis,0.08322213514487302,7
ips_estimator,0.034827606224484324,7
Direct,0.17651511366445194,7
doubly robust estimator,0.14166362860267476,7
cmebis,0.024638251650300192,7
dr_bis,0.02463763902988356,7
ips_estimator,0.03760442927649049,7
Direct,0.16090083201324348,7
doubly robust estimator,0.14555230997494423,7
cmebis,0.09734674855139318,7
dr_bis,0.09522445127765464,7
ips_estimator,0.021919120861671804,7
Direct,0.1351787199815706,7
doubly robust estimator,0.12618983880592535,7
cmebis,0.0790544464834129,7
dr_bis,0.07637855520406404,7
ips_estimator,0.011249292241441094,7
Direct,0.09265853764434172,7
doubly robust estimator,0.1001194797671263,7
cmebis,0.059245707361043426,7
dr_bis,0.05613191798490897,7
ips_estimator,0.023406064262001567,7
Direct,0.1381438272772229,7
doubly robust estimator,0.12660189405701278,7
cmebis,0.05949844875853705,7
dr_bis,0.053659943821311264,7
ips_estimator,0.014914752299130737,7
Direct,0.14108822426084078,7
doubly robust estimator,0.12333646788957545,7
cmebis,0.0325855437382264,7
dr_bis,0.03258548271120037,7
ips_estimator,0.0007153770121308756,7
Direct,0.1405990077347966,7
doubly robust estimator,0.1486324745063283,7
cmebis,0.048325841529483764,7
dr_bis,0.040753636524705227,7
ips_estimator,0.06481335273229066,7
Direct,0.16562267081178303,7
doubly robust estimator,0.17947688856327748,7
cmebis,0.09454356513097202,7
dr_bis,0.09389932244752439,7
ips_estimator,0.0022689581047350606,7
Direct,0.17521812155738847,7
doubly robust estimator,0.11283406403305636,7
cmebis,0.05376146451384333,7
dr_bis,0.0476686999100241,7
ips_estimator,0.020166876735366532,7
Direct,0.1357470543708211,7
doubly robust estimator,0.13664162244254835,7
cmebis,0.026869850458056503,7
dr_bis,0.026868868111004238,7
ips_estimator,0.011342479850240644,7
Direct,0.1144916959311124,7
doubly robust estimator,0.1211848442188987,7
cmebis,0.03543488116498359,7
dr_bis,0.03543308955953102,7
ips_estimator,0.05012434346064964,7
Direct,0.1651895419337815,7
doubly robust estimator,0.12901366851092586,7
cmebis,0.042687049061661445,7
dr_bis,0.042687638833379456,7
ips_estimator,0.022424204997597716,7
Direct,0.16744984280618447,7
doubly robust estimator,0.11164921441227539,7
cmebis,0.07842851545790466,7
dr_bis,0.07393673827680743,7
ips_estimator,0.022437998361042846,7
Direct,0.1607356504816495,7
doubly robust estimator,0.13034719105330084,7
cmebis,0.059531689712045456,7
dr_bis,0.05787810442765622,7
ips_estimator,0.06979819741779189,7
Direct,0.15895132837039838,7
doubly robust estimator,0.12025370707840252,7
cmebis,0.057076864307810414,7
dr_bis,0.057335868899254364,7
ips_estimator,0.017760008549916967,7
Direct,0.1501014411226632,7
doubly robust estimator,0.14519644766007922,7
cmebis,0.0673614732806636,7
dr_bis,0.06402028806003975,7
ips_estimator,0.02137428102625053,7
Direct,0.13291526895828082,7
doubly robust estimator,0.13372951628780552,7
cmebis,0.009845108564914794,7
dr_bis,0.00984457980123216,7
ips_estimator,0.026686467854533394,7
Direct,0.13412010931569945,7
doubly robust estimator,0.1415240362793917,7
cmebis,0.0495552451586967,7
dr_bis,0.04882867252070308,7
ips_estimator,0.01082306491062206,7
Direct,0.1212146440691028,7
doubly robust estimator,0.11808129646688949,7
cmebis,0.009089627531717652,7
dr_bis,0.009089364524047702,7
ips_estimator,0.023673132326415824,7
Direct,0.15098092238702246,7
doubly robust estimator,0.13604851914644298,7
cmebis,0.06253100269183513,7
dr_bis,0.05801461704527297,7
ips_estimator,0.04106800074397166,7
Direct,0.1859717689495223,7
doubly robust estimator,0.15542423527943805,7
cmebis,0.03475680751017722,7
dr_bis,0.03475622932059129,7
ips_estimator,0.013449595735044244,7
Direct,0.12863266370026222,7
doubly robust estimator,0.15661374522562108,7
cmebis,0.007355401006052336,7
dr_bis,0.0073554313699506785,7
