Estimator,MSE,n_users
cmebis,0.031310610913084874,250
dr_bis,0.031627757982554704,250
ips_estimator,0.03292297928313144,300
Direct,0.1363092356071875,300
doubly robust estimator,0.09786216474384914,300
cmebis,0.04636620037984757,300
dr_bis,0.04176171282682928,300
ips_estimator,0.026205257060774714,300
Direct,0.13616686510155304,300
doubly robust estimator,0.11302377344985533,300
cmebis,0.03538241279487059,300
dr_bis,0.03179317591538007,300
ips_estimator,0.02277488813819745,300
Direct,0.14668544533784966,300
doubly robust estimator,0.10408952508496759,300
cmebis,0.028700629218018046,300
dr_bis,0.026509682106641622,300
ips_estimator,0.014547055926195086,300
Direct,0.0929614146159504,300
doubly robust estimator,0.07432089466730075,300
cmebis,0.03554299085547588,300
dr_bis,0.028831833257541826,300
ips_estimator,0.04047199672498563,300
Direct,0.13234688621394647,300
doubly robust estimator,0.10604647956095574,300
cmebis,0.014282030158855622,300
dr_bis,0.014281934654898723,300
ips_estimator,0.04316180145011561,300
Direct,0.11724537815933726,300
doubly robust estimator,0.10667761274442505,300
cmebis,0.02801125478125032,300
dr_bis,0.027451029566388844,300
ips_estimator,0.04899996861505886,300
Direct,0.10105811156710945,300
doubly robust estimator,0.0873001087624892,300
cmebis,0.004024582610486294,300
dr_bis,0.004024870206406901,300
ips_estimator,0.012946316730790568,300
Direct,0.1262923600846656,300
doubly robust estimator,0.08082114708763236,300
cmebis,0.01419896671413607,300
dr_bis,0.014198629060402547,300
ips_estimator,0.05424957234460919,300
Direct,0.12374220954240515,300
doubly robust estimator,0.12386419871466077,300
cmebis,0.0493360664361397,300
dr_bis,0.04903879929517851,300
ips_estimator,0.05270584237067187,300
Direct,0.15350416708372658,300
doubly robust estimator,0.1276179386391563,300
cmebis,0.054856056662549106,300
dr_bis,0.05030233319953914,300
ips_estimator,0.02202104130363374,300
Direct,0.14582529133641794,300
doubly robust estimator,0.10895233124005878,300
cmebis,0.052009115343915197,300
dr_bis,0.04646540549420853,300
ips_estimator,0.06395677551052287,300
Direct,0.11668433966709585,300
doubly robust estimator,0.11930194205583626,300
cmebis,0.008702347707304624,300
dr_bis,0.008703543607627621,300
ips_estimator,0.016321968674769496,300
Direct,0.19495526971000024,300
doubly robust estimator,0.08848338486827093,300
cmebis,0.007180569937359121,300
dr_bis,0.007179176106677494,300
ips_estimator,0.05687778540899875,300
Direct,0.1399354935169095,300
doubly robust estimator,0.13537541396809252,300
cmebis,0.03553821686186624,300
dr_bis,0.03530883480060304,300
ips_estimator,0.03690330678036757,300
Direct,0.09335558642416648,300
doubly robust estimator,0.09192578217521388,300
cmebis,0.02951908610618777,300
dr_bis,0.02739345188569682,300
ips_estimator,0.013428931905392563,300
Direct,0.13982472707728688,300
doubly robust estimator,0.09529770752209699,300
cmebis,0.010361647944786946,300
dr_bis,0.0103609696984357,300
ips_estimator,0.01804636881348971,300
Direct,0.13833411150699443,300
doubly robust estimator,0.11223703490160952,300
cmebis,0.01561067248364467,300
dr_bis,0.015611229311916906,300
ips_estimator,0.03173364398888928,300
Direct,0.11868276680015678,300
doubly robust estimator,0.08626320318299964,300
cmebis,0.046474061084088324,300
dr_bis,0.04566244098023917,300
ips_estimator,0.06427665652910136,300
Direct,0.19854644142396907,300
doubly robust estimator,0.1309246144145185,300
cmebis,0.05880099588965431,300
dr_bis,0.05681954149203136,300
ips_estimator,0.08888281339815349,300
Direct,0.13302573026601375,300
doubly robust estimator,0.12442841463340892,300
cmebis,0.05013232462342381,300
dr_bis,0.053819441063664555,300
ips_estimator,0.026994544632164576,300
Direct,0.1420903011851881,300
doubly robust estimator,0.11461897140340113,300
cmebis,0.0056878903766107115,300
dr_bis,0.005687451389037908,300
ips_estimator,0.0928204118660966,300
Direct,0.13876819497065512,300
doubly robust estimator,0.12890937228835633,300
cmebis,0.004915132245834999,300
dr_bis,0.0049159128975108934,300
ips_estimator,0.017476696046015705,300
Direct,0.10665795114789829,300
doubly robust estimator,0.07637492364499082,300
cmebis,0.028824093257644505,300
dr_bis,0.025157233492071863,300
ips_estimator,0.022622448440202426,300
Direct,0.16880881670899878,300
doubly robust estimator,0.13140692922122568,300
cmebis,0.04622783222005173,300
dr_bis,0.04047571760541877,300
ips_estimator,0.02000093117221667,300
Direct,0.06829367665175165,300
doubly robust estimator,0.06964639731412274,300
cmebis,0.028931066454670706,300
dr_bis,0.022976878247093307,300
ips_estimator,0.04275773042357508,300
Direct,0.11363292122232307,300
doubly robust estimator,0.09740976682716836,300
cmebis,0.03235528632721466,300
dr_bis,0.03053800231802622,300
ips_estimator,0.08131395322026047,300
Direct,0.1797396642126096,300
doubly robust estimator,0.14629928978534618,300
cmebis,0.028128215306899105,300
dr_bis,0.02826596782619261,300
ips_estimator,0.03215424237643472,300
Direct,0.1329471220567124,300
doubly robust estimator,0.12018156765053362,300
cmebis,0.0392735030784185,300
dr_bis,0.035342880551681194,300
ips_estimator,0.030733833876277046,300
Direct,0.13663376669175437,300
doubly robust estimator,0.08811971189293043,300
cmebis,0.013036069552828298,300
dr_bis,0.01303541896635252,300
ips_estimator,0.019347756022077573,300
Direct,0.14248134743414825,300
doubly robust estimator,0.08551803111718449,300
cmebis,0.008272792991996047,300
dr_bis,0.00796619194287057,300
